Tran2,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: TNL Narrative Samples
109 Samples Matched By Age
Context: Narration (All 3 Stories)
SD Interval: 1.0,,,
STANDARD MEASURES REPORT
Compared to 109 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-17.20,,8.46,8.00,9.00,0.32
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-2.10,,44.47,14,157,21.16
        C&I Verbal Utts,0 **,-2.05,,41.36,11,149,20.16
        All Words Including Mazes,0 **,-2.06,,392.76,96,1323,191.05
        Elapsed Time-,---,,,,,,
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-42.27,,98.95,84.21,100.00,2.34
        % Intelligible Words,0.0% **,-283.74,,99.85,97.58,100.00,0.35
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-7.04,,8.06,5.40,11.60,1.14
        MLU in Morphemes,0.00 **,-7.08,,8.81,5.73,12.46,1.24
        % Utterances with Verbs,0.0% **,-19.79,,96.42,66.67,100.00,4.87
        Mean Verbs per Utterance,0.00 **,-7.13,,1.64,1.00,2.23,0.23
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 *,-1.99,,335.53,77,1183,168.73
        Number Different Words (NDW),0 **,-3.04,,138.89,42,322,45.68
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 *,-1.14,,22.37,1.56,113.00,19.63
        Mean Turn Length (words),0.00 *,-1.07,,179.01,6.42,943.00,167.28
        % Responses to Questions,---,,,90.49,0.00,100.00,21.25
        % Responses to Intonation Prompts,---,,,100.00,100.00,100.00,0.00
        % Utts with Overlapping Speech,0.0%,-0.33,,0.44,0.00,6.90,1.33
        % Utts Interrupted Other Speaker,0.0%,-0.10,,0.02,0.00,2.00,0.19
VERBAL FACILITY,,,,,,,
        Words per Minute-,---,,,,,,
        Pause Time as % of Total Time-,---,,,,,,
        Maze Words as % of Total Words,0.0% **,-2.06,,12.05,1.97,31.56,5.86
        % Abandoned Utterances,0.0%,-0.80,,2.07,0.00,11.11,2.59
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.07,,9.24,0.00,48.15,8.62
        Number of Omissions,0,-0.93,,1.33,0,6,1.43
        Number of Error Codes,0 *,-1.03,,3.02,0,13,2.92
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Pause data based on a subset of 1 database samples
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Calculations based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
- Value Missing For All Database Records
Database selection criteria: Age 8;0 - 9;0,,,,,,,
